instances,algo_PPO,algo_SACdiscrete,algo_IQN,algo_Rainbow
CartPole-v1#12.74#1.3#0.06999999999999999#0.65#1.0,"[[25.925700426101685, 25.74066686630249, 26.58073401451111], [25.743487800000025, 25.557499000000007, 26.383527800000024]]","[[31.29231023788452, 32.535698890686035, 33.32440447807312], [31.01175520000004, 32.215973099999985, 32.97870230000001]]","[[23.97936725616455, 25.190208196640015, 20.88755512237549], [23.701156700000013, 24.89810389999991, 20.64355069999999]]","[[24.05280375480652, 24.272409439086914, 23.90934443473816], [23.822131200000058, 24.039629600000012, 23.696600800000056]]"
LunarLander-v2#27.142857142857142#857.1428571428571#1.0999999999999999,"[[25.37531614303589, 28.01170539855957, 29.03167462348938], [24.497444900000005, 26.051157399999965, 27.267640899999947]]","[[30.12858772277832, 27.18621277809143, 30.114543676376343], [28.03688790000001, 26.351809900000035, 28.21868669999992]]","[[27.182005405426025, 24.13668179512024, 26.314531803131104], [23.555602800000088, 21.75135110000008, 22.821907500000066]]","[[29.9939284324646, 30.648252725601196, 31.49636459350586], [26.258112900000015, 27.26720260000002, 27.809181500000022]]"
CartPole-v1#18.62#0.7#0.13#0.65#7.0,"[[25.4150230884552, 25.158105850219727, 25.390559673309326], [25.232614500000068, 24.978152700000123, 25.19983460000003]]","[[27.45603370666504, 27.387580394744873, 26.858770608901978], [27.179030700000112, 27.114700099999936, 26.61533989999998]]","[[22.401552200317383, 22.81405782699585, 23.18127155303955], [22.16587350000009, 22.594751000000088, 22.95081919999984]]","[[26.562063455581665, 25.244827270507812, 24.926265239715576], [26.312501200000042, 25.006149800000003, 24.678628000000117]]"
LunarLander-v2#15.714285714285715#2000.0#0.5,"[[26.667685985565186, 26.606055736541748, 27.394134044647217], [26.131166600000142, 26.02499799999987, 26.814162599999918]]","[[30.406147956848145, 31.682212591171265, 28.3855299949646], [29.527262800000017, 30.756796599999916, 27.580239699999993]]","[[23.06173539161682, 19.835467100143433, 19.72346591949463], [22.267475500000046, 19.17838349999988, 19.099411000000146]]","[[23.923080444335938, 23.81923532485962, 24.383612871170044], [23.265537300000005, 23.143440000000055, 23.723184299999957]]"
LunarLander-v2#44.285714285714285#0.0#1.7,"[[24.571133136749268, 23.92860984802246, 23.9359769821167], [24.077142399999957, 23.454594199999974, 23.32229799999982]]","[[28.30462408065796, 28.000532388687134, 27.83424186706543], [27.547236200000043, 27.1913598000001, 27.113445800000136]]","[[21.086193084716797, 22.155673503875732, 19.849417209625244], [20.482916899999964, 21.347975099999985, 19.1887142999999]]","[[25.339609384536743, 26.666659832000732, 28.552627086639404], [24.470932400000038, 25.59823869999991, 27.57489200000009]]"
LunarLander-v2#32.85714285714286#1714.2857142857142#0.8999999999999999,"[[25.52234196662903, 26.410296201705933, 26.45304298400879], [24.587966999999935, 25.251628900000014, 25.303018099999917]]","[[28.37451720237732, 31.501471757888794, 28.502134799957275], [27.529720300000008, 29.490285300000096, 27.561479299999974]]","[[25.42418670654297, 27.15516996383667, 22.96219515800476], [23.419031899999936, 24.070795999999973, 20.93750739999996]]","[[27.022141933441162, 29.818384885787964, 28.48840832710266], [24.56142, 27.000872499999787, 25.788717200000065]]"
CartPole-v1#6.859999999999999#1.9#0.01#0.65#1.0,"[[31.355974435806274, 28.086409330368042, 26.412562131881714], [28.7825515, 27.9085356, 26.231244399999994]]","[[28.310545921325684, 27.993319034576416, 26.94366765022278], [28.058333599999997, 27.749044400000002, 26.693245899999994]]","[[19.71124768257141, 20.646597146987915, 19.291253566741943], [19.512250499999993, 20.457473800000002, 19.098567400000007]]","[[23.676652431488037, 22.979787826538086, 24.396522998809814], [23.47837530000001, 22.791092099999986, 24.18894949999998]]"
MountainCar-v0#0.12857142857142856#0.005#0.008607142857142858,"[[25.88507103919983, 28.508681297302246, 27.342779397964478], [25.76733299999995, 28.34041990000003, 27.18666939999997]]","[[30.3621027469635, 28.870898246765137, 29.888248682022095], [30.09305939999996, 28.62935299999998, 29.634772699999985]]","[[24.34044623374939, 23.819133758544922, 24.267388582229614], [24.092497999999978, 23.554076899999927, 24.0172106]]","[[29.052826166152954, 28.547311782836914, 28.39770221710205], [28.779823899999997, 28.284354399999984, 28.137743]]"
MountainCar-v0#0.20714285714285713#0.0030714285714285717#0.0030357142857142857,"[[27.216270208358765, 24.69740915298462, 23.647612810134888], [27.038528199999973, 24.505521600000066, 23.48413359999995]]","[[27.377769708633423, 26.531620025634766, 25.21248745918274], [27.09610299999997, 26.268199800000048, 24.955502000000024]]","[[18.463077545166016, 19.8588445186615, 20.10702347755432], [18.242414800000006, 19.627731999999924, 19.860759099999996]]","[[26.23806095123291, 24.85896396636963, 27.545400381088257], [26.019538399999988, 24.651105799999982, 27.318394300000023]]"
CartPole-v1#6.859999999999999#1.9#0.13#0.95#7.0,"[[24.987752437591553, 24.96155333518982, 26.315317630767822], [24.807408099999975, 24.76599109999995, 26.12722939999992]]","[[27.683218240737915, 27.85242486000061, 26.977318048477173], [27.436787699999968, 27.603262200000017, 26.741499400000066]]","[[20.62978959083557, 20.74706745147705, 21.982422828674316], [20.41335009999989, 20.53941799999984, 21.77895259999991]]","[[22.42693257331848, 22.238229274749756, 22.14770007133484], [22.215944400000126, 22.03832229999989, 21.93765089999988]]"
LunarLander-v2#32.85714285714286#1142.857142857143#0.3,"[[23.671889781951904, 23.945578813552856, 23.83170747756958], [23.196062399999846, 23.424761799999942, 23.31268900000009]]","[[27.117410898208618, 28.443380117416382, 29.162692070007324], [26.341689100000167, 27.760308100000202, 28.315356000000065]]","[[19.814924240112305, 19.039633989334106, 19.57260012626648], [19.096224699999993, 18.376820499999894, 18.90107120000016]]","[[23.70477271080017, 24.01712203025818, 25.38608431816101], [22.94032389999984, 23.256319900000108, 24.553766700000097]]"
LunarLander-v2#27.142857142857142#1142.857142857143#0.5,"[[25.271002292633057, 25.765025854110718, 25.184767723083496], [24.56454759999997, 24.873828300000014, 24.234404099999892]]","[[28.042285203933716, 27.513486862182617, 29.79938769340515], [26.835388100000046, 26.124899200000073, 28.56864040000005]]","[[20.843003511428833, 20.38949489593506, 21.388575792312622], [20.024803699999893, 19.55785130000004, 20.03594810000004]]","[[23.42459464073181, 23.45060896873474, 24.4215145111084], [22.591298999999935, 22.64531469999997, 22.968851000000086]]"
LunarLander-v2#10.0#571.4285714285714#0.8999999999999999,"[[24.81350564956665, 25.078542470932007, 24.91707468032837], [24.38648689999991, 24.54234610000003, 24.451299600000084]]","[[26.814525842666626, 27.462329864501953, 26.971569776535034], [26.00679009999999, 26.665108300000156, 26.216736300000093]]","[[20.198935985565186, 20.365804433822632, 19.851280450820923], [19.541041499999892, 19.687597900000128, 19.146805500000028]]","[[22.52368187904358, 22.315688848495483, 22.43051505088806], [22.02185980000013, 21.82716879999998, 21.95775999999978]]"
CartPole-v1#0.98#0.1#0.13#0.05#19.0,"[[22.500235080718994, 21.796141147613525, 22.127798795700073], [22.362888499999826, 21.64517739999974, 21.978454800000236]]","[[28.128353357315063, 28.350455284118652, 26.57411813735962], [27.866221600000245, 28.088827799999763, 26.347132599999895]]","[[20.1743266582489, 20.495819568634033, 19.3758487701416], [19.974801899999875, 20.2828999999997, 19.2088847]]","[[23.716252088546753, 24.498194217681885, 24.385122776031494], [23.551765799999885, 24.317912500000148, 24.199920699999893]]"
CartPole-v1#6.859999999999999#1.3#0.19#0.05#19.0,"[[24.651755571365356, 27.73221755027771, 24.270591497421265], [24.441717900000185, 27.504084800000328, 24.060075699999743]]","[[26.034531593322754, 26.105826377868652, 26.707398653030396], [25.769751400000132, 25.839054800000213, 26.41661209999984]]","[[21.603238821029663, 19.825653791427612, 19.109002590179443], [21.32683300000008, 19.5588359999997, 18.838465799999994]]","[[22.318714380264282, 23.51911687850952, 22.84595489501953], [22.077267699999993, 23.271501799999896, 22.612548099999913]]"
CartPole-v1#12.74#1.9#0.13#0.65#19.0,"[[24.436593532562256, 24.631397485733032, 23.91212749481201], [24.217615399999886, 24.404577899999822, 23.697538800000075]]","[[26.294442415237427, 28.52711057662964, 28.199326038360596], [26.020424600000297, 28.22352439999986, 27.890581099999963]]","[[18.92424702644348, 20.025001764297485, 19.21922206878662], [18.711729399999967, 19.75530609999987, 18.99364830000013]]","[[26.933765411376953, 22.634846210479736, 22.712474584579468], [26.69627649999984, 22.411774199999854, 22.494020199999795]]"
CartPole-v1#6.859999999999999#0.1#0.01#0.35#7.0,"[[25.374024391174316, 27.22121262550354, 25.06467580795288], [25.13459439999997, 26.952177799999845, 24.824249999999665]]","[[27.753615379333496, 27.73940396308899, 27.013503313064575], [27.466209799999888, 27.44769720000022, 26.71303480000006]]","[[19.466206312179565, 20.70855951309204, 20.32507348060608], [19.209181400000034, 20.423952199999803, 20.045193500000096]]","[[23.548725128173828, 23.32057285308838, 24.956783771514893], [23.316574500000115, 23.08770830000003, 24.69288200000028]]"
LunarLander-v2#27.142857142857142#1428.5714285714287#0.3,"[[25.02307391166687, 23.610111951828003, 23.241350412368774], [24.482790900000055, 23.042284199999813, 22.743621099999928]]","[[26.55313229560852, 26.749722242355347, 25.462818145751953], [25.758668500000113, 25.89292320000004, 24.693495800000164]]","[[20.902963161468506, 19.619724988937378, 20.242254972457886], [20.112585299999864, 18.935035900000003, 19.489476200000354]]","[[25.318246603012085, 23.530996799468994, 22.736005544662476], [24.47712219999994, 22.78672779999988, 22.016285400000015]]"
CartPole-v1#0.98#0.7#0.06999999999999999#0.65#7.0,"[[25.215060710906982, 26.29780149459839, 26.994932174682617], [25.009082300000046, 26.052599999999984, 26.740376999999626]]","[[28.142046213150024, 27.851625442504883, 28.39884090423584], [27.85924090000026, 27.547106800000165, 28.089103299999806]]","[[20.848313808441162, 21.617692470550537, 21.8861141204834], [20.60628880000013, 21.375764399999753, 21.628559000000223]]","[[24.7195725440979, 23.41586446762085, 23.190893411636353], [24.464559999999892, 23.191850799999884, 22.96235250000018]]"
CartPole-v1#6.859999999999999#1.3#0.01#0.95#19.0,"[[26.162174224853516, 24.8373601436615, 24.59680151939392], [25.936119899999994, 24.636325899999974, 24.37862989999985]]","[[26.5039701461792, 28.482044458389282, 28.566474676132202], [26.21962940000003, 28.150420000000395, 28.240311399999882]]","[[22.715312957763672, 18.952434301376343, 20.945040464401245], [22.44564960000025, 18.70621730000039, 20.658540999999786]]","[[23.862308740615845, 23.2655827999115, 24.00417137145996], [23.63722710000002, 23.042816299999686, 23.773209900000438]]"
MountainCar-v0#0.20714285714285713#0.004357142857142858#0.004428571428571429,"[[23.20722198486328, 22.18685531616211, 23.181732892990112], [22.998344999999972, 21.961000300000705, 22.960745399999723]]","[[25.84198832511902, 24.60055899620056, 24.234262943267822], [25.496257400000104, 24.319496199999776, 23.957721499999934]]","[[18.381821393966675, 19.259143829345703, 22.46191382408142], [18.13237019999997, 18.986511999999493, 22.14204250000057]]","[[30.08339238166809, 24.603599309921265, 24.550315380096436], [29.793317200000274, 24.397533700000167, 24.329276100000243]]"
LunarLander-v2#15.714285714285715#1428.5714285714287#0.8999999999999999,"[[24.893996000289917, 25.17639923095703, 24.47353982925415], [23.77435659999992, 23.880878400000256, 23.429460199999994]]","[[28.601123571395874, 29.067030906677246, 30.067545175552368], [26.59688279999955, 26.794042900000022, 27.92776529999992]]","[[20.38198971748352, 20.920536041259766, 20.876202821731567], [19.085255699999834, 19.67778129999988, 19.499107899999217]]","[[26.29072332382202, 29.074599266052246, 25.38059091567993], [25.06763950000004, 27.53858990000026, 24.04136440000002]]"
MountainCar-v0#0.05#0.002428571428571429#0.00025,"[[23.62689518928528, 22.997474908828735, 24.774046182632446], [23.37211699999989, 22.70527370000036, 24.477812600000107]]","[[25.86950421333313, 25.397535800933838, 26.181764841079712], [25.458077700000104, 24.991267000000335, 25.780138199999783]]","[[19.115694999694824, 18.694018602371216, 19.894418001174927], [18.78510449999976, 18.386279100000138, 19.575887099999818]]","[[24.28580927848816, 24.933757543563843, 24.990688800811768], [24.022778799999287, 24.67096550000042, 24.7305894000001]]"
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.00025,"[[28.87885355949402, 25.847466945648193, 25.501200675964355], [28.585629100000006, 25.560014100000444, 25.244742399999268]]","[[27.912521839141846, 30.439955234527588, 28.01969599723816], [27.461827399999493, 29.980401699999675, 27.609504000000015]]","[[20.22382402420044, 18.658642768859863, 20.519535064697266], [19.905229499999223, 18.384123899999395, 20.199549100000695]]","[[27.039477348327637, 24.407164335250854, 25.94708800315857], [26.715515300000334, 24.138882500000364, 25.66909570000007]]"
LunarLander-v2#38.57142857142857#2000.0#1.5,"[[23.51935386657715, 23.437673091888428, 26.760411500930786], [22.99305430000004, 22.82300149999992, 25.75977849999981]]","[[27.773789644241333, 27.603798866271973, 26.11705207824707], [26.896408299999166, 26.563845000000583, 25.453481000000465]]","[[21.667362928390503, 22.031633615493774, 21.91672682762146], [20.6267897000007, 20.866662799999176, 20.80597089999992]]","[[25.858504056930542, 24.999897241592407, 24.022014617919922], [24.543938300000264, 23.76841030000014, 22.833695600000283]]"
MountainCar-v0#0.4428571428571428#0.005#0.008607142857142858,"[[27.45911717414856, 25.06345534324646, 25.63000178337097], [27.25100719999955, 24.854840800000602, 25.420885600000474]]","[[29.15239906311035, 31.539586782455444, 29.34754705429077], [28.84337340000002, 31.173270200000843, 29.035712099999728]]","[[21.49880862236023, 22.139927864074707, 22.121968746185303], [21.265450100000635, 21.891814499999782, 21.879257999999936]]","[[26.173884868621826, 25.278031587600708, 25.76663041114807], [25.932408399999986, 25.05573809999987, 25.52273790000072]]"
CartPole-v1#18.62#1.3#0.06999999999999999#0.65#13.0,"[[24.96050190925598, 26.7102952003479, 24.922287940979004], [24.696276300000136, 26.447496699999647, 24.67352630000005]]","[[26.389941692352295, 25.60158395767212, 25.005505800247192], [26.05618779999986, 25.303669200000513, 24.717163100000107]]","[[23.07753610610962, 23.362124919891357, 20.671753644943237], [22.78799060000074, 23.078786300000502, 20.40688069999942]]","[[21.940157651901245, 23.028085708618164, 22.79348635673523], [21.681820199999493, 22.77104419999978, 22.533115799999905]]"
CartPole-v1#18.62#1.3#0.13#0.05#13.0,"[[23.650092124938965, 23.65993094444275, 23.6925847530365], [23.36899270000049, 23.365724999999657, 23.396887500000048]]","[[26.29286003112793, 27.37875533103943, 25.83490753173828], [25.92208320000009, 27.0110195999996, 25.475128300000506]]","[[19.388510942459106, 19.131385564804077, 20.325322151184082], [19.09187490000022, 18.81689180000012, 19.987209500000063]]","[[25.905476808547974, 24.7826828956604, 24.599937200546265], [25.592188999999962, 24.473582099999476, 24.299248599999373]]"
MountainCar-v0#0.4428571428571428#0.001142857142857143#0.004428571428571429,"[[27.64048671722412, 27.90356969833374, 27.85354995727539], [27.39965889999985, 27.644043400000555, 27.58303109999997]]","[[29.810505867004395, 29.09465217590332, 29.485920190811157], [29.428624999999556, 28.722850799999833, 29.110997400000088]]","[[23.12373423576355, 23.66640877723694, 22.97587275505066], [22.842352700000447, 23.36516329999995, 22.674864999999954]]","[[25.36208724975586, 26.10112166404724, 27.845537185668945], [25.0880317000001, 25.809457700000166, 27.536107199999606]]"
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.001642857142857143,"[[27.106114149093628, 26.659648418426514, 26.748339414596558], [26.86098630000015, 26.39302950000001, 26.482402999999977]]","[[29.196024656295776, 29.354485034942627, 32.010732889175415], [28.82678769999984, 28.9820394999997, 31.581307899999956]]","[[24.951464653015137, 23.158536911010742, 22.85217022895813], [24.557054199999584, 22.819342400000096, 22.55075570000008]]","[[24.45653486251831, 24.660699129104614, 28.364554166793823], [24.22383699999955, 24.42259169999943, 28.07480510000005]]"
MountainCar-v0#0.05#0.004357142857142858#0.01,"[[30.074811697006226, 26.803020238876343, 28.055623531341553], [29.825532200000453, 26.54309540000031, 27.785314600000675]]","[[29.202736377716064, 29.28887915611267, 29.17910361289978], [28.857051099999808, 28.94581020000078, 28.826783199999227]]","[[22.033700227737427, 21.901530742645264, 23.061825275421143], [21.7726375000002, 21.61823860000004, 22.764653799999905]]","[[26.55629587173462, 25.334028482437134, 26.00627565383911], [26.249843099999453, 25.0776364000003, 25.723892799999703]]"
LunarLander-v2#15.714285714285715#857.1428571428571#1.2999999999999998,"[[29.585581064224243, 30.276249647140503, 29.637515783309937], [26.456679500000064, 26.772488300000077, 26.17035549999946]]","[[34.0228705406189, 36.232399702072144, 34.11367726325989], [30.279892499999733, 31.01129459999993, 29.43481410000004]]","[[27.22786545753479, 27.762279510498047, 27.547841548919678], [21.818665599999804, 22.24823209999977, 22.24902689999999]]","[[33.06247353553772, 33.53654193878174, 38.05130457878113], [26.955748200000016, 27.306781199999932, 31.794499000000542]]"
CartPole-v1#6.859999999999999#1.9#0.01#0.95#7.0,"[[28.627663135528564, 26.511739253997803, 26.119952917099], [28.333882200000517, 26.19431480000003, 25.792019500000606]]","[[27.83693242073059, 27.472445964813232, 27.948140144348145], [27.44990399999915, 27.119193099999393, 27.571195599999555]]","[[21.20335102081299, 20.29320788383484, 21.5103542804718], [20.870151999999507, 19.988390900000013, 21.183336000000054]]","[[24.124619483947754, 22.313069105148315, 22.17147922515869], [23.804888200000278, 22.010196699999142, 21.85588519999874]]"
CartPole-v1#0.98#1.3#0.01#0.35#1.0,"[[27.60126233100891, 29.622251510620117, 27.376827001571655], [27.30181090000042, 29.31047480000052, 27.067011499999353]]","[[27.43027377128601, 28.191320180892944, 28.270819902420044], [27.06707119999919, 27.798234299998512, 27.86279099999956]]","[[21.121910095214844, 22.108761310577393, 20.537815809249878], [20.8251223999996, 21.789119900000514, 20.239957600000707]]","[[23.36318564414978, 23.53593921661377, 22.945127964019775], [23.043425800000477, 23.194192099999782, 22.61865239999861]]"
CartPole-v1#6.859999999999999#1.9#0.13#0.35#1.0,"[[25.986213207244873, 25.285992860794067, 25.594833850860596], [25.7029892999999, 24.98005750000084, 25.296829900000375]]","[[30.672096252441406, 27.136475086212158, 27.178998947143555], [30.270772199999556, 26.750870800000484, 26.812182600000597]]","[[20.647637844085693, 20.93515682220459, 20.624903440475464], [20.321556999999302, 20.606082000000242, 20.30004370000097]]","[[21.51907229423523, 21.655791521072388, 22.039559602737427], [21.18092539999998, 21.330575199999657, 21.71113569999943]]"
MountainCar-v0#0.20714285714285713#0.0030714285714285717#0.008607142857142858,"[[27.615724325180054, 27.99265718460083, 26.47444200515747], [27.34567419999985, 27.700935700000628, 26.21554500000093]]","[[27.983129501342773, 30.058704376220703, 31.8903226852417], [27.633935799998653, 29.683854599999904, 31.471424800000023]]","[[24.88745617866516, 22.62635636329651, 22.57128620147705], [24.531592100000125, 22.295717199998762, 22.26431120000052]]","[[26.833044052124023, 27.270031690597534, 27.932611227035522], [26.537096799998835, 26.955539900000076, 27.588695700000244]]"
CartPole-v1#0.98#0.7#0.06999999999999999#0.65#1.0,"[[25.630183219909668, 27.119858264923096, 28.065850257873535], [25.34129810000013, 26.82219720000103, 27.75243429999864]]","[[26.120087385177612, 27.438457489013672, 26.449125289916992], [25.793952400001217, 27.06950809999944, 26.085357899999508]]","[[23.135725021362305, 24.200284004211426, 22.729374170303345], [22.811496700000134, 23.865402899999026, 22.410431100001006]]","[[22.31770968437195, 25.460204362869263, 23.22562289237976], [22.01161839999986, 25.136923599999136, 22.897746200000256]]"
LunarLander-v2#50.0#1428.5714285714287#0.5,"[[24.846646785736084, 25.015769481658936, 24.739773511886597], [23.848308099999485, 24.167008599999463, 23.989983200001006]]","[[27.980165243148804, 29.010563135147095, 27.873406648635864], [26.9620974999998, 28.028402399999322, 26.803685699998823]]","[[20.21924662590027, 19.617748498916626, 21.004090785980225], [19.257432099999278, 18.761471400001028, 19.849131700000726]]","[[27.60594129562378, 26.55965781211853, 25.475698947906494], [26.60059790000014, 25.465348599998833, 23.624298099999578]]"
LunarLander-v2#44.285714285714285#1142.857142857143#0.8999999999999999,"[[24.86478877067566, 24.891960620880127, 24.65036416053772], [24.160984300000564, 24.038622600000963, 23.825999000000593]]","[[27.451756715774536, 27.3097722530365, 27.106178760528564], [26.533867200001623, 26.543239900000117, 26.313463899999988]]","[[23.125452041625977, 21.82166314125061, 20.40893268585205], [21.328458400001182, 20.624697600000218, 19.354876200000945]]","[[25.101057291030884, 25.200015783309937, 31.434204816818237], [23.558852099999058, 23.602875099999437, 29.76595180000004]]"
CartPole-v1#12.74#1.3#0.19#0.65#13.0,"[[27.37907648086548, 25.32073664665222, 26.631752252578735], [27.051832499999364, 24.99265539999942, 26.29295909999928]]","[[27.99094319343567, 27.674014568328857, 27.79129934310913], [27.552033899999515, 27.24815750000016, 27.391183499999897]]","[[21.346962451934814, 20.16937828063965, 21.858819007873535], [20.997890999999072, 19.82760380000036, 21.509085100000448]]","[[23.345605850219727, 23.439460277557373, 22.99928903579712], [23.008584500001234, 23.10189890000038, 22.649788799999442]]"
CartPole-v1#12.74#0.7#0.19#0.95#7.0,"[[25.133865118026733, 28.147029638290405, 26.73484969139099], [24.826366499999494, 27.80383299999994, 26.379642500000045]]","[[26.73596692085266, 26.707374811172485, 27.671754121780396], [26.32652489999964, 26.301279700001032, 27.24222639999971]]","[[21.060424327850342, 20.7158305644989, 20.244866371154785], [20.666880400000082, 20.34552579999945, 19.888314899999386]]","[[23.365277767181396, 23.561312913894653, 23.893634796142578], [22.976470499999778, 23.177839699999822, 23.528207199999088]]"
CartPole-v1#18.62#0.7#0.01#0.65#19.0,"[[25.17663288116455, 25.502368211746216, 25.362483978271484], [24.852572199999486, 25.16869719999886, 25.04475409999941]]","[[27.612146854400635, 29.441025257110596, 26.90458607673645], [27.165795899998557, 28.982677600000898, 26.497809299999062]]","[[20.16384768486023, 20.77336859703064, 20.69710636138916], [19.805956599999263, 20.405683599999975, 20.330599699998857]]","[[24.137200832366943, 22.946788787841797, 23.483582973480225], [23.76933739999913, 22.609649899999567, 23.12483229999998]]"
LunarLander-v2#32.85714285714286#1428.5714285714287#0.8999999999999999,"[[25.028958082199097, 27.058966398239136, 26.42811131477356], [24.18004060000021, 25.832988500000283, 25.092745100000684]]","[[27.632594108581543, 28.21384048461914, 26.66516375541687], [26.390774199999214, 27.06485470000007, 25.724331999999777]]","[[26.35370373725891, 26.012600421905518, 24.132574319839478], [23.72882690000006, 22.125971800000116, 21.74748510000063]]","[[30.314719676971436, 29.13786506652832, 29.421592235565186], [27.23148819999915, 26.314121100000193, 26.535787400000117]]"
CartPole-v1#0.98#1.9#0.01#0.35#7.0,"[[26.05703091621399, 25.69247579574585, 26.61481475830078], [25.738156399998843, 25.361264199998914, 26.276731299998573]]","[[28.79696273803711, 27.613693237304688, 28.29208993911743], [28.405432999999903, 27.20159439999952, 27.897833700000774]]","[[21.795754432678223, 24.366316318511963, 22.94521975517273], [21.448128500000166, 24.003296599999885, 22.576976799999102]]","[[23.9807710647583, 24.066532611846924, 25.21538472175598], [23.621677799999816, 23.727397999999084, 24.858632900000885]]"
CartPole-v1#6.859999999999999#0.7#0.01#0.05#13.0,"[[26.25359559059143, 25.698328256607056, 25.573132753372192], [25.87955409999995, 25.31627440000011, 25.173346699999456]]","[[27.994227647781372, 28.534531354904175, 27.385709524154663], [27.52414150000004, 28.05359150000004, 26.92605629999889]]","[[19.372341871261597, 19.20187997817993, 18.63471221923828], [18.95751250000103, 18.775899700000082, 18.25405260000116]]","[[24.99497079849243, 25.945247888565063, 23.709925651550293], [24.605403800000204, 25.52887699999883, 23.275873499998852]]"
MountainCar-v0#0.20714285714285713#0.0017857142857142859#0.00025,"[[24.971733808517456, 24.875426769256592, 24.730803728103638], [24.60579940000025, 24.480432299998938, 24.38475130000006]]","[[26.824126482009888, 30.12000608444214, 29.29066562652588], [26.328928700000688, 29.576403000000937, 28.738874900000155]]","[[19.46285343170166, 19.33156704902649, 20.44854211807251], [19.071044400001483, 18.94623800000045, 20.07759729999998]]","[[24.159475564956665, 24.564046621322632, 26.75860333442688], [23.81856180000068, 24.227639100001397, 26.413865700000315]]"
CartPole-v1#6.859999999999999#0.7#0.19#0.95#1.0,"[[29.57749915122986, 27.59229040145874, 24.084836959838867], [29.22748000000138, 27.234376200000042, 23.74048159999984]]","[[27.472066402435303, 27.403344869613647, 26.795898914337158], [27.049952100000155, 26.992322299998705, 26.373182900000756]]","[[21.88022780418396, 21.845443725585938, 21.172364711761475], [21.480493600000045, 21.463895500000945, 20.78567440000006]]","[[25.858135223388672, 25.044146060943604, 21.779141426086426], [25.42824170000131, 24.64260370000011, 21.42216180000105]]"
CartPole-v1#12.74#1.3#0.19#0.65#19.0,"[[26.39051628112793, 26.07671356201172, 29.602301597595215], [26.028991600000154, 25.728457100000014, 29.225581200000306]]","[[29.91740083694458, 29.271920204162598, 28.11397361755371], [29.45446120000088, 28.77250709999862, 27.65880770000149]]","[[20.594645261764526, 21.366710424423218, 21.360302209854126], [20.215345999999045, 20.93048230000022, 20.95877620000101]]","[[24.57666826248169, 22.90375018119812, 23.325773239135742], [24.16038210000079, 22.54635000000053, 22.957929299998796]]"
CartPole-v1#6.859999999999999#0.1#0.06999999999999999#0.65#19.0,"[[25.31046438217163, 24.93193030357361, 24.19174861907959], [24.944677600000432, 24.535730200001126, 23.810324799998853]]","[[27.02135443687439, 27.991948127746582, 28.513307332992554], [26.5910754000015, 27.528508999999758, 28.041299499998786]]","[[19.810965061187744, 19.869942665100098, 20.16642928123474], [19.39437800000087, 19.455459099999644, 19.764625400001023]]","[[24.77342176437378, 24.05459952354431, 23.03105115890503], [24.33576279999943, 23.60236189999887, 22.61105090000092]]"
CartPole-v1#18.62#1.9#0.06999999999999999#0.95#13.0,"[[25.666115522384644, 24.694233894348145, 25.114573001861572], [25.30891849999898, 24.324134200000117, 24.744935999999143]]","[[27.107153177261353, 26.916927337646484, 27.187709093093872], [26.647860799999762, 26.450722600000518, 26.74036689999957]]","[[21.925135135650635, 22.800958395004272, 22.55543303489685], [21.507910899999843, 22.375746199999412, 22.09848299999976]]","[[24.160681009292603, 22.470319509506226, 22.98887062072754], [23.725123600001098, 22.078212299998995, 22.576041800000894]]"
MountainCar-v0#0.20714285714285713#0.0037142857142857147#0.007214285714285715,"[[27.243678092956543, 27.01897144317627, 27.13098430633545], [26.922458299999562, 26.67330469999979, 26.79453839999951]]","[[29.397581338882446, 31.180492639541626, 29.284743785858154], [28.959559199998694, 30.681980499999554, 28.835621999998693]]","[[22.894761085510254, 23.196967601776123, 25.635123014450073], [22.4994915999996, 22.80144670000118, 25.223434300000008]]","[[30.058298349380493, 27.078539848327637, 26.769071102142334], [29.636902199999895, 26.695605799999612, 26.352968499999406]]"
LunarLander-v2#44.285714285714285#0.0#0.5,"[[27.034627676010132, 28.202813863754272, 27.80090856552124], [25.10375810000005, 25.897537200000443, 25.776754499998788]]","[[33.83012127876282, 33.2280158996582, 30.455108165740967], [31.263415299999906, 30.5551757000012, 28.796733600000152]]","[[24.100908279418945, 25.548962116241455, 23.75798487663269], [21.357529500000965, 22.08477899999889, 21.09654000000046]]","[[33.07581353187561, 31.121553659439087, 31.99382257461548], [28.497960599999715, 26.87604629999987, 26.88779429999886]]"
CartPole-v1#0.98#0.1#0.06999999999999999#0.35#13.0,"[[25.09009099006653, 25.01260757446289, 25.05776071548462], [24.687649700001202, 24.611973499999294, 24.643757599998935]]","[[27.679628133773804, 26.584656715393066, 27.52769637107849], [27.190132799998537, 26.092718300000342, 27.04208010000002]]","[[19.90002155303955, 20.13468599319458, 20.875047206878662], [19.449719299998833, 19.695109699998284, 20.39810480000051]]","[[22.969963312149048, 24.902048110961914, 25.36136031150818], [22.54988400000002, 24.4578376999998, 24.926156999999876]]"
