instances,algo_PPO,algo_SACdiscrete,algo_IQN,algo_Rainbow
CartPole-v1#18.62#1.3#0.13#0.05#1.0,"[[24.851293802261353, 27.55679726600647, 26.476484537124634], [24.225818400002026, 26.90085430000181, 25.824577699997462]]","[[26.4024395942688, 26.831947803497314, 26.94072413444519], [25.701747500002966, 26.101107700000284, 26.207878100001835]]","[[21.46234893798828, 21.757283210754395, 21.54080867767334], [20.85240779999731, 21.123387799998454, 20.899023300000408]]","[[23.740862131118774, 23.98916792869568, 23.706987857818604], [23.092359200003557, 23.311950600000273, 23.04503190000105]]"
LunarLander-v2#38.57142857142857#2000.0#0.3,"[[26.029593229293823, 25.804654836654663, 25.58492636680603], [25.112016599996423, 24.72282560000167, 24.146346800000174]]","[[29.89059090614319, 28.610507488250732, 27.841384172439575], [28.659680199998547, 27.331864400002814, 26.83263490000536]]","[[21.194112539291382, 21.814488410949707, 21.84573531150818], [20.083276700002898, 20.61347499999829, 20.606651299996884]]","[[24.240745782852173, 24.83368730545044, 25.821381330490112], [23.051715000001423, 23.675239899996086, 24.665683699997317]]"
CartPole-v1#6.859999999999999#0.1#0.13#0.05#7.0,"[[25.910027742385864, 25.481847524642944, 24.464850664138794], [25.39991619999637, 24.841921999999613, 23.947051400005876]]","[[30.0645809173584, 28.42421555519104, 29.1397442817688], [29.357711599994218, 27.769157300004736, 28.516061399997852]]","[[22.21618390083313, 20.631117343902588, 20.053966760635376], [21.60784060000151, 20.084491900001012, 19.494122600000992]]","[[23.885230541229248, 23.00701117515564, 23.107578992843628], [23.347286899996107, 22.469737500003248, 22.576502199997776]]"
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#19.0,"[[26.95780611038208, 25.017101049423218, 25.758376359939575], [26.375959600001806, 24.443436000001384, 25.19586580000032]]","[[30.086209774017334, 29.710453987121582, 27.705188751220703], [29.37474530000327, 29.061314800004766, 27.064833099997486]]","[[22.229222536087036, 22.996277809143066, 23.88463807106018], [21.616534499997215, 22.373804500006372, 23.290371700000833]]","[[25.95443367958069, 24.279829025268555, 25.892449617385864], [25.36938299999747, 23.71277839999675, 25.310259900004894]]"
MountainCar-v0#0.28571428571428564#0.0017857142857142859#0.005821428571428572,"[[27.36504101753235, 27.23817253112793, 28.239240884780884], [26.85274809999828, 26.696746200002963, 27.660415700003796]]","[[30.351572513580322, 30.583641052246094, 29.55463671684265], [29.677411899996514, 29.912578000003123, 28.91548929999408]]","[[24.09263038635254, 22.17947793006897, 23.47375726699829], [23.467377599998144, 21.616753100002825, 22.90177550000226]]","[[30.747469425201416, 28.367249011993408, 26.689463138580322], [30.144323599997733, 27.76526670000021, 26.099497399998654]]"
CartPole-v1#0.98#0.1#0.19#0.05#7.0,"[[24.022435188293457, 24.146514177322388, 24.880701065063477], [23.483489800004463, 23.60395879999851, 24.24236579999706]]","[[25.844721794128418, 26.775068998336792, 28.530165433883667], [25.202342299999145, 26.186462999998184, 27.885024499999417]]","[[22.92476797103882, 20.818860292434692, 20.081317901611328], [22.248143099997833, 20.253329699997266, 19.526645300000382]]","[[23.154473304748535, 23.01156759262085, 23.256042957305908], [22.62516279999545, 22.482501599995885, 22.725495399994543]]"
CartPole-v1#12.74#1.9#0.19#0.05#13.0,"[[27.645197868347168, 27.80575466156006, 25.116528511047363], [27.049216800005524, 27.140584200002195, 24.528709199999867]]","[[26.860105752944946, 27.83556890487671, 27.519350051879883], [26.169842399998743, 27.12412910000421, 26.794981799997913]]","[[20.726744890213013, 21.271501302719116, 22.866998434066772], [20.12218629999552, 20.669961700004933, 22.14119909999863]]","[[25.934268712997437, 24.13077187538147, 23.513550996780396], [25.31900549999409, 23.540516600005503, 22.898726700004772]]"
LunarLander-v2#10.0#857.1428571428571#0.3,"[[24.797548055648804, 25.29502534866333, 25.346718072891235], [24.016470300004585, 24.545525499997893, 24.49124809999921]]","[[27.06442427635193, 27.219103813171387, 26.772968292236328], [25.947076799995557, 26.131744599995727, 25.694783999999345]]","[[20.485316038131714, 21.106379508972168, 20.93006682395935], [19.4792843000032, 20.108410100001493, 19.954010900000867]]","[[24.66207218170166, 23.973355770111084, 25.044918060302734], [23.814798899999005, 23.16783569999825, 24.196896199995535]]"
CartPole-v1#0.98#0.1#0.01#0.95#7.0,"[[26.043885231018066, 26.032978534698486, 26.445278644561768], [25.47102900000027, 25.437917800001742, 25.8233601000029]]","[[28.987138032913208, 29.320412397384644, 28.66357707977295], [28.27834520000033, 28.62768700000015, 28.010438099998282]]","[[22.388366222381592, 22.97095561027527, 22.265480518341064], [21.743370900003356, 22.33612379999977, 21.646301299995685]]","[[25.428218603134155, 25.10527491569519, 25.418428659439087], [24.842445899994345, 24.498062999999092, 24.837150200000906]]"
CartPole-v1#0.98#1.9#0.19#0.65#19.0,"[[27.898030519485474, 27.86555290222168, 26.721460103988647], [27.34107740000036, 27.284473799998523, 26.12354260000575]]","[[28.099729776382446, 28.100687265396118, 29.15231204032898], [27.45965360000264, 27.452311900000495, 28.43728700000065]]","[[22.55873394012451, 23.360989093780518, 22.656901597976685], [21.894302799999423, 22.700308800005587, 22.01669079999556]]","[[26.75921630859375, 25.48013210296631, 24.93771982192993], [26.10356150000007, 24.776600100005453, 24.31839680000121]]"
CartPole-v1#6.859999999999999#1.3#0.13#0.05#13.0,"[[26.241539001464844, 25.962790727615356, 27.24340057373047], [25.617391100000532, 25.35077099999762, 26.630045300000347]]","[[28.60157036781311, 29.09091854095459, 29.17808198928833], [27.904362799999944, 28.407972799999698, 28.466211799997836]]","[[24.321343421936035, 24.5975821018219, 24.470942974090576], [23.588684100002865, 23.857851599997957, 23.642405200000212]]","[[27.64832639694214, 26.237940073013306, 25.18394684791565], [26.97000239999761, 25.538931100003538, 24.512527999999293]]"
LunarLander-v2#15.714285714285715#1714.2857142857142#0.5,"[[25.21972131729126, 26.32209277153015, 25.325214862823486], [24.334905000003346, 25.255293100002746, 24.34638239999913]]","[[32.106366872787476, 33.18023991584778, 30.785407781600952], [30.631448599997384, 31.655569900001865, 29.440348300006008]]","[[23.425911903381348, 23.359312057495117, 23.380013465881348], [22.13282139999501, 22.171710700000403, 22.126508199995442]]","[[25.39927387237549, 25.960620641708374, 24.748234033584595], [24.24076459999924, 24.798174099996686, 23.56855390000419]]"
LunarLander-v2#10.0#1714.2857142857142#0.7,"[[27.71763515472412, 25.847370147705078, 25.658202409744263], [26.79790299999877, 24.864572999998927, 24.734527900000103]]","[[27.639976263046265, 27.829625606536865, 30.602354764938354], [26.381435299997975, 26.50414499999897, 29.23742520000087]]","[[22.931304931640625, 24.599765300750732, 24.96732449531555], [21.71656410000287, 23.25917930000287, 23.6632435000065]]","[[25.59551763534546, 25.399481058120728, 27.35313892364502], [24.57743969999865, 24.35867220000364, 26.27696730000025]]"
CartPole-v1#6.859999999999999#0.1#0.13#0.35#1.0,"[[25.910730123519897, 25.444977045059204, 26.870763778686523], [25.309447800005728, 24.81953980000253, 26.254708699998446]]","[[27.549100160598755, 27.870761156082153, 28.431225538253784], [26.86025890000019, 27.153895999996166, 27.74772320000193]]","[[22.267813682556152, 21.44346022605896, 21.78083372116089], [21.626648299999943, 20.792546099997708, 21.142524000002595]]","[[25.022642374038696, 24.55285930633545, 25.98019766807556], [24.391882299998542, 23.924937199997657, 25.344013200003246]]"
MountainCar-v0#0.5214285714285714#0.005#0.0030357142857142857,"[[27.68903923034668, 27.611690521240234, 25.430322647094727], [27.041947799996706, 26.838197299999592, 24.817549199993664]]","[[30.22185492515564, 27.295331954956055, 26.94964838027954], [29.40154959999927, 26.51940010000544, 26.199926499997673]]","[[20.733115911483765, 20.664793491363525, 21.221731185913086], [20.060054200002924, 20.030564499997126, 20.553693800000474]]","[[26.483524560928345, 25.264391899108887, 26.954724073410034], [25.90895520000049, 24.69186570000602, 26.354125899997598]]"
LunarLander-v2#10.0#2000.0#1.0999999999999999,"[[25.160373210906982, 26.273578882217407, 25.34231948852539], [24.202686000004178, 25.182531800004654, 24.34166600000026]]","[[27.53417444229126, 29.815913677215576, 28.5256085395813], [26.12790180000593, 28.342184199995245, 27.117920500000764]]","[[20.859479188919067, 21.015671491622925, 21.067941665649414], [19.664564499995322, 19.83068290000665, 19.880671999999322]]","[[24.29539155960083, 24.629757165908813, 25.64356303215027], [23.0690276000023, 23.420410900005663, 24.41555530000187]]"
CartPole-v1#12.74#1.9#0.13#0.95#1.0,"[[24.330505847930908, 24.830632209777832, 25.982693195343018], [23.77404689999821, 24.239244399999734, 25.381826800003182]]","[[31.22265911102295, 29.353381395339966, 26.69610905647278], [30.498320999999123, 28.65157320000435, 26.025361899999552]]","[[19.793163299560547, 18.768333911895752, 20.797727823257446], [19.174388999999792, 18.153078299998015, 20.169322099995043]]","[[23.772392749786377, 23.072230577468872, 23.619464635849], [23.164107600001444, 22.46276080000098, 23.009006000000227]]"
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.35#19.0,"[[27.955442905426025, 28.249380111694336, 25.154236316680908], [27.347247899997456, 27.675744300002407, 24.573342399999092]]","[[27.018023252487183, 28.00309681892395, 30.85129189491272], [26.357016299996758, 27.383137500000885, 30.1255311000059]]","[[23.755447149276733, 20.522071361541748, 20.816929578781128], [23.12441100000433, 19.908081200002925, 20.21960169999511]]","[[24.629097938537598, 24.649020195007324, 23.52488136291504], [24.02841400000034, 24.049412200001825, 22.93383029999677]]"
CartPole-v1#0.98#0.1#0.06999999999999999#0.05#19.0,"[[23.72015380859375, 25.25355291366577, 24.9351863861084], [23.172253599994292, 24.632188900002802, 24.331189699994866]]","[[28.58373212814331, 27.408193349838257, 26.177547216415405], [27.91256389999762, 26.756716099996993, 25.546955300000263]]","[[20.007710218429565, 20.412328481674194, 21.44361424446106], [19.436582900001667, 19.809489700004633, 20.843012800003635]]","[[23.880509614944458, 24.641370058059692, 24.85351538658142], [23.280999099995825, 24.046222700002545, 24.23747000000003]]"
CartPole-v1#6.859999999999999#0.7#0.13#0.65#19.0,"[[26.827587127685547, 26.49228286743164, 27.01904273033142], [26.204873400005454, 25.899618999996164, 26.385107999994943]]","[[28.356112241744995, 29.10043478012085, 30.239788055419922], [27.61349060000066, 28.43461629999365, 29.50233560000197]]","[[21.466875314712524, 21.107560396194458, 21.44368314743042], [20.79609270000219, 20.474409900001774, 20.8090125000017]]","[[25.320857763290405, 28.211702585220337, 28.210310459136963], [24.704943300006562, 27.584016100001463, 27.5554118]]"
CartPole-v1#12.74#1.9#0.01#0.35#19.0,"[[25.108797550201416, 27.80498695373535, 25.914371728897095], [24.520671199999924, 27.17523419999634, 25.3084239000018]]","[[28.407151699066162, 28.723283052444458, 27.841455698013306], [27.697249800003192, 27.94177800000034, 27.097017799998866]]","[[22.328269958496094, 23.207918167114258, 21.581825256347656], [21.70393580000382, 22.575714999999036, 20.94643240000005]]","[[24.099910020828247, 23.798807621002197, 25.255056619644165], [23.505312900000717, 23.20216100000107, 24.635530499996094]]"
CartPole-v1#12.74#1.9#0.01#0.05#13.0,"[[29.580777168273926, 27.67944836616516, 24.084747552871704], [28.942507200001273, 27.03375689999666, 23.480497499993362]]","[[26.658642768859863, 27.329742193222046, 26.89618444442749], [25.981933100003516, 26.637180600002466, 26.197532400001364]]","[[20.902173042297363, 20.810633659362793, 20.700433015823364], [20.279614999999467, 20.175062499998603, 20.080177600000752]]","[[25.69753360748291, 22.984235048294067, 23.440423488616943], [25.08958330000314, 22.39848599999823, 22.846752400000696]]"
CartPole-v1#0.98#0.1#0.19#0.65#19.0,"[[25.47143864631653, 26.691383838653564, 30.406009674072266], [24.84624310000072, 25.975012399998377, 29.759560799997416]]","[[30.115498304367065, 27.701338529586792, 28.604317903518677], [29.407184100004088, 27.00422819999949, 27.879029900002934]]","[[21.40165138244629, 21.54862952232361, 19.605985164642334], [20.746025200001895, 20.89794729999994, 18.95796600000176]]","[[25.235586881637573, 25.103939056396484, 24.55231761932373], [24.589742500000284, 24.453760399999737, 23.93271090000053]]"
LunarLander-v2#50.0#2000.0#1.5,"[[24.51941680908203, 24.689069747924805, 24.162742614746094], [23.565549300001294, 23.63742290000664, 23.127123400001437]]","[[26.844408988952637, 31.364070177078247, 31.670446634292603], [25.770739700004924, 30.008458500000415, 30.240806699999666]]","[[20.791680574417114, 22.56543779373169, 21.701942205429077], [19.498677299998235, 21.060842099999718, 20.469606899998325]]","[[26.210500240325928, 25.72462797164917, 26.228753566741943], [24.856494899999234, 24.28381129999616, 24.75985590000346]]"
LunarLander-v2#27.142857142857142#2000.0#1.7,"[[27.37527084350586, 28.799071073532104, 26.64641571044922], [26.225761999994575, 27.225030900001002, 25.34823549999419]]","[[32.77185606956482, 31.3675057888031, 31.114514589309692], [30.431621200004884, 29.409724299999652, 29.319829199994274]]","[[23.471226930618286, 24.512916088104248, 24.4923095703125], [21.893169700000726, 22.969934099994134, 22.623889900001814]]","[[29.388835906982422, 31.862614631652832, 29.25449275970459], [27.28550350000296, 29.58579400000599, 27.310601300006965]]"
CartPole-v1#0.98#1.3#0.01#0.95#19.0,"[[25.32671880722046, 26.845065355300903, 28.59150767326355], [24.689713500003563, 26.22883990000264, 27.98116779999691]]","[[28.583670377731323, 28.70861577987671, 29.56135606765747], [27.861783000000287, 28.021075000004203, 28.852367599996796]]","[[24.18764328956604, 22.967664003372192, 22.917654752731323], [23.43302699999913, 22.316421100003936, 22.23112499999843]]","[[25.841943502426147, 27.470208406448364, 26.410391092300415], [25.171386000001803, 26.79304740000225, 25.74039079999784]]"
LunarLander-v2#21.42857142857143#2000.0#0.8999999999999999,"[[27.718671560287476, 29.017632484436035, 30.216143131256104], [26.045956499998283, 26.133896500003175, 27.633717600001546]]","[[35.624629974365234, 34.48204827308655, 35.849090576171875], [31.750055099997553, 30.505265300002065, 31.5950456999999]]","[[32.07546067237854, 33.48494338989258, 31.487366437911987], [25.71363339999516, 28.052065399999265, 26.74142320000101]]","[[39.40488791465759, 39.59342098236084, 46.43293762207031], [32.94356410000182, 33.693610700000136, 39.26277439999831]]"
CartPole-v1#0.98#1.3#0.06999999999999999#0.95#19.0,"[[36.63331413269043, 34.28484058380127, 28.56762146949768], [35.889553600005456, 33.448245899999165, 27.944207500004268]]","[[28.33027672767639, 30.48440718650818, 33.5612633228302], [27.620780400000513, 29.767377899996063, 32.74543200000335]]","[[26.36427879333496, 25.70630955696106, 24.382052898406982], [25.565688900001987, 24.863558299999568, 23.678638299999875]]","[[27.504931688308716, 25.574721574783325, 27.636324882507324], [26.863873700000113, 24.95070900000428, 26.981394499998714]]"
CartPole-v1#12.74#0.1#0.01#0.35#1.0,"[[27.82800531387329, 26.319212436676025, 25.84569764137268], [27.14442869999766, 25.641776200005552, 25.240674799999397]]","[[26.851036548614502, 26.460647583007812, 31.058919191360474], [26.171320900000865, 25.797154200001387, 30.33660830000008]]","[[24.458518505096436, 19.815922498703003, 20.762773275375366], [23.792081299994607, 19.205448000000615, 20.12293079999654]]","[[25.462953090667725, 24.257426261901855, 24.2030029296875], [24.838390900004015, 23.633016500003578, 23.577906400001666]]"
LunarLander-v2#38.57142857142857#285.7142857142857#0.3,"[[27.81787347793579, 29.509462118148804, 27.371323823928833], [25.100015700001677, 25.706898600001296, 25.475252600001113]]","[[31.80328369140625, 30.727856159210205, 29.64243507385254], [28.890586400004395, 28.578032699995674, 27.935115100000985]]","[[23.47438645362854, 25.88303256034851, 22.484204530715942], [21.758636699996714, 22.518583400000352, 21.15740679999726]]","[[27.463072538375854, 25.126107454299927, 26.94862675666809], [26.108766299999843, 23.852819799998542, 25.413205099997867]]"
CartPole-v1#18.62#1.9#0.19#0.65#1.0,"[[25.70115065574646, 25.63776707649231, 25.837330102920532], [25.00221820000297, 24.94230040000548, 25.134079399998882]]","[[29.183524131774902, 30.094167709350586, 28.506912231445312], [28.365488699993875, 29.254063899999892, 27.70352890000504]]","[[22.653385400772095, 22.206261157989502, 22.632290363311768], [21.850505900001735, 21.44485159999749, 21.859727900002326]]","[[25.976524114608765, 25.85990595817566, 27.437179565429688], [25.219774500001222, 25.105057599997963, 26.63476339999761]]"
CartPole-v1#0.98#0.1#0.19#0.95#1.0,"[[26.730099201202393, 26.80441641807556, 26.57819151878357], [26.09934069999872, 26.164906499994686, 25.91201379999984]]","[[28.762475728988647, 27.653940439224243, 28.653392791748047], [28.047800300002564, 26.961102199995366, 27.975042099998973]]","[[22.123578786849976, 21.565376043319702, 21.68100357055664], [21.496227899995574, 20.891765899999882, 20.993764899998496]]","[[24.97238326072693, 27.33818483352661, 27.899210691452026], [24.337502899994433, 26.706209500000114, 27.22538650000206]]"
CartPole-v1#18.62#0.7#0.06999999999999999#0.35#7.0,"[[26.097146034240723, 27.664844036102295, 26.17391347885132], [25.488798500002304, 27.006455100003222, 25.512637100000575]]","[[28.303879261016846, 28.239100456237793, 27.80732250213623], [27.579971599996497, 27.52545370000007, 27.08405219999986]]","[[23.627496480941772, 22.19120192527771, 21.078450918197632], [22.888125400000717, 21.511063700003433, 20.420375000001513]]","[[23.508562803268433, 23.89263343811035, 23.341916799545288], [22.892490500002168, 23.26905660000193, 22.716366000000562]]"
CartPole-v1#18.62#0.7#0.19#0.05#7.0,"[[25.42532253265381, 28.08284854888916, 25.074458599090576], [24.691769300006854, 27.366006399999605, 24.39147629999934]]","[[26.003299236297607, 26.534828662872314, 26.197349309921265], [25.22954580000078, 25.782545900001423, 25.440480299999763]]","[[20.548750400543213, 20.542199850082397, 20.067248344421387], [19.86333320000267, 19.830571899998176, 19.38295520000247]]","[[25.466161727905273, 27.648516178131104, 27.710708379745483], [24.778283799998462, 26.899360900002648, 26.910679199994775]]"
LunarLander-v2#21.42857142857143#285.7142857142857#1.0999999999999999,"[[27.500561714172363, 29.965141534805298, 29.969457864761353], [25.480810199995176, 27.105069899997034, 27.285639299996546]]","[[31.183326721191406, 30.868011474609375, 30.98096537590027], [28.709798099996988, 27.47262139999657, 27.60629880000488]]","[[27.765292406082153, 25.613826990127563, 24.382932901382446], [22.545652400003746, 21.94780069999979, 21.002248800003144]]","[[33.7674880027771, 31.885785818099976, 31.405315160751343], [27.957272700004978, 26.502441399999952, 26.195963099999062]]"
CartPole-v1#0.98#0.1#0.19#0.95#7.0,"[[25.34415555000305, 29.009560346603394, 31.10873007774353], [24.75612209999963, 28.371729999998934, 30.451981499994872]]","[[29.824470281600952, 28.438593864440918, 28.99838089942932], [29.112584299997252, 27.752368000001297, 28.292044399997394]]","[[22.267545461654663, 21.561699867248535, 21.38573408126831], [21.59450680000009, 20.936356500002148, 20.739646400004858]]","[[25.701720714569092, 26.569320917129517, 24.943509340286255], [25.062705299998925, 25.92341380000289, 24.313076600003114]]"
MountainCar-v0#0.5214285714285714#0.002428571428571429#0.005821428571428572,"[[27.254746913909912, 27.725574254989624, 29.739048719406128], [26.675154500000644, 27.130752899996878, 29.117128799996863]]","[[32.281615257263184, 30.87035894393921, 30.819404125213623], [31.512847600002715, 30.139725000000908, 30.05057250000391]]","[[21.835792541503906, 23.657284021377563, 23.87315082550049], [21.193995900001028, 23.008933199998864, 23.194605100004992]]","[[27.626399278640747, 27.330899715423584, 26.6096510887146], [26.981026000001293, 26.68387100000109, 25.974957200000063]]"
LunarLander-v2#15.714285714285715#2000.0#1.2999999999999998,"[[28.74533700942993, 29.770308256149292, 31.481966018676758], [25.62998499999958, 25.82976100000087, 28.02954449999379]]","[[37.13898015022278, 38.0141875743866, 34.70727872848511], [31.83065660000284, 32.621950599997945, 29.737156800001685]]","[[28.265113830566406, 29.73468327522278, 30.121448040008545], [22.94757319999917, 23.525094999997236, 23.591527100004896]]","[[37.25141620635986, 35.894025564193726, 36.032931327819824], [30.416544399995473, 29.306604899997183, 28.71040119999816]]"
LunarLander-v2#10.0#0.0#1.7,"[[36.74252796173096, 33.63951921463013, 32.20716905593872], [30.0051929, 28.701140100000003, 27.8131085]]","[[41.31048607826233, 37.1979706287384, 38.264851808547974], [33.19795140000001, 29.563037100000003, 30.39042649999999]]","[[28.844388723373413, 30.65026021003723, 32.9058678150177], [23.098726199999987, 24.20052389999998, 26.31950760000001]]","[[37.40320420265198, 36.3176372051239, 36.637152433395386], [30.91415280000001, 29.62944250000004, 29.598388699999987]]"
LunarLander-v2#44.285714285714285#1142.857142857143#1.7,"[[25.4849534034729, 24.987489223480225, 24.662405967712402], [24.9965009, 24.377828899999997, 24.06634120000001]]","[[27.241360425949097, 27.00513529777527, 27.726665019989014], [26.449179100000038, 26.064018599999997, 26.752329599999996]]","[[22.396795988082886, 21.798089027404785, 21.53704857826233], [21.44329170000003, 20.98038680000002, 20.641933600000016]]","[[25.83958888053894, 26.01094126701355, 25.05897355079651], [24.587828700000046, 24.806115399999953, 24.09260979999999]]"
CartPole-v1#18.62#0.7#0.06999999999999999#0.05#13.0,"[[24.391018867492676, 24.923624992370605, 24.54580569267273], [24.173180799999955, 24.690640799999983, 24.326697399999944]]","[[26.385510444641113, 27.096537351608276, 26.197049617767334], [26.08404250000001, 26.774589199999923, 25.88725260000001]]","[[19.09169292449951, 20.47856068611145, 19.811071157455444], [18.838538500000027, 20.200820099999987, 19.562031700000034]]","[[25.696669816970825, 25.442083597183228, 25.81373405456543], [25.41516640000009, 25.167453000000023, 25.5440241]]"
LunarLander-v2#15.714285714285715#1428.5714285714287#1.5,"[[28.911118030548096, 30.181202173233032, 34.56711387634277], [26.734317199999964, 27.253887300000088, 31.66220270000008]]","[[33.788758754730225, 35.489262342453, 33.34198570251465], [30.05363999999986, 31.588443100000177, 29.69211489999998]]","[[26.06716251373291, 30.664483547210693, 31.509352922439575], [22.90166700000009, 25.10764640000002, 26.10964919999992]]","[[32.82674503326416, 32.89893913269043, 37.72597289085388], [28.273252599999978, 27.986993700000085, 32.142041199999994]]"
CartPole-v1#0.98#1.3#0.13#0.65#19.0,"[[25.531113386154175, 25.449455976486206, 26.471068859100342], [25.357693599999948, 25.258483899999874, 26.27458210000009]]","[[30.21184015274048, 29.755579710006714, 28.93160319328308], [29.8899179, 29.47343539999997, 28.65233390000003]]","[[21.10786533355713, 22.27521824836731, 21.179193258285522], [20.897502700000132, 22.03069449999998, 20.95410159999983]]","[[25.373449087142944, 25.86193537712097, 25.440622568130493], [25.158507699999973, 25.636591599999974, 25.219243100000085]]"
CartPole-v1#18.62#0.7#0.06999999999999999#0.95#19.0,"[[25.435133695602417, 29.712903261184692, 25.42991352081299], [25.21316909999996, 29.47092900000007, 25.219001100000014]]","[[28.45792818069458, 27.79818367958069, 28.01141047477722], [28.147334600000022, 27.504036799999994, 27.695331699999997]]","[[21.668687105178833, 21.37651300430298, 20.25994372367859], [21.39190789999998, 21.1237208, 19.9995629]]","[[23.477575540542603, 23.977951049804688, 23.32607126235962], [23.26434119999999, 23.75619359999996, 23.104996100000108]]"
MountainCar-v0#0.20714285714285713#0.0005#0.007214285714285715,"[[26.246881246566772, 26.728458166122437, 28.25030779838562], [26.099169800000027, 26.546772200000078, 28.025704099999984]]","[[31.026806831359863, 31.405895233154297, 30.10510230064392], [30.670214400000077, 31.03919840000026, 29.75802419999991]]","[[24.312458753585815, 24.6976900100708, 24.034515857696533], [24.02735440000015, 24.432691200000136, 23.747688599999947]]","[[26.970232486724854, 27.399879693984985, 26.20380711555481], [26.726058199999898, 27.115161400000034, 25.983400900000106]]"
LunarLander-v2#50.0#857.1428571428571#1.0999999999999999,"[[25.077143669128418, 26.71338701248169, 25.78134846687317], [24.434608400000343, 25.728679999999713, 24.92250610000019]]","[[27.47026491165161, 32.25571846961975, 27.917368173599243], [26.755193800000143, 31.42836269999998, 27.105077300000175]]","[[21.811622381210327, 22.503002643585205, 22.25839853286743], [20.788520399999925, 21.4882348000001, 21.31055070000002]]","[[29.953928470611572, 29.224149465560913, 27.791430711746216], [28.537413800000195, 27.811696400000073, 26.347060000000056]]"
CartPole-v1#6.859999999999999#0.1#0.13#0.65#7.0,"[[27.58122682571411, 27.90085506439209, 28.180892944335938], [27.321717799999988, 27.663845500000207, 27.919355600000017]]","[[30.137516260147095, 29.275968074798584, 29.199917793273926], [29.80838109999968, 28.953837199999725, 28.877354000000196]]","[[20.3023624420166, 19.452324628829956, 20.999951601028442], [20.044696899999963, 19.21051830000033, 20.74856499999987]]","[[29.43731689453125, 29.553799152374268, 27.667493104934692], [29.082398600000033, 29.28440300000011, 27.403401699999904]]"
CartPole-v1#0.98#1.9#0.13#0.35#19.0,"[[25.637763023376465, 27.899926900863647, 26.896694660186768], [25.42508880000014, 27.65646760000027, 26.671330000000125]]","[[28.488431692123413, 29.536888599395752, 28.318998098373413], [28.206197599999996, 29.24256259999993, 28.028475699999944]]","[[22.18102216720581, 23.55488920211792, 22.59243607521057], [21.95161670000016, 23.309027400000105, 22.29230039999993]]","[[25.707356214523315, 24.166773080825806, 26.075596809387207], [25.470748000000185, 23.94954779999989, 25.841947100000198]]"
CartPole-v1#12.74#0.7#0.19#0.05#1.0,"[[29.163904666900635, 27.598848581314087, 25.05050754547119], [28.90005139999994, 27.30040169999984, 24.780066100000113]]","[[26.511125802993774, 26.9050076007843, 27.225172758102417], [26.161979399999836, 26.536441899999772, 26.85393789999989]]","[[20.986507415771484, 20.88665223121643, 21.513882637023926], [20.728889900000013, 20.605509699999857, 21.227778099999796]]","[[24.680031299591064, 23.95112419128418, 24.451188802719116], [24.357950500000243, 23.608604699999887, 24.074701900000036]]"
MountainCar-v0#0.4428571428571428#0.005#0.01,"[[27.604435920715332, 31.555486917495728, 30.113929986953735], [27.408749199999875, 31.281750699999975, 29.877916099999766]]","[[30.5916268825531, 30.47685933113098, 30.526859521865845], [30.21634240000003, 30.116889999999785, 30.15382550000004]]","[[23.377456426620483, 22.86220121383667, 22.49568462371826], [23.084391700000197, 22.573030799999742, 22.20793249999997]]","[[26.943304300308228, 26.466129779815674, 26.656478881835938], [26.687337899999875, 26.210841600000094, 26.39890349999996]]"
CartPole-v1#18.62#0.7#0.06999999999999999#0.65#19.0,"[[25.42353653907776, 26.17131519317627, 28.8769953250885], [25.176913899999818, 25.925528700000086, 28.607537400000183]]","[[27.524794578552246, 27.976054430007935, 28.400253295898438], [27.172583699999905, 27.61598120000008, 28.063675299999886]]","[[21.63558840751648, 21.088690042495728, 20.986725568771362], [21.34412060000068, 20.775283700000728, 20.682770899999923]]","[[24.77057147026062, 23.469967365264893, 23.551302909851074], [24.486521799999537, 23.201409300000705, 23.28259159999925]]"
MountainCar-v0#0.05#0.0037142857142857147#0.008607142857142858,"[[27.466596841812134, 26.855124711990356, 27.09817600250244], [27.260930699999335, 26.641015599999264, 26.874978300000294]]","[[30.248958587646484, 32.546865940093994, 31.61380124092102], [29.89464080000016, 32.118206200000714, 31.203968699999677]]","[[23.423737287521362, 23.00840711593628, 23.187952756881714], [23.12219340000047, 22.686325300000135, 22.891418199999862]]","[[27.142754554748535, 26.62570357322693, 27.416584491729736], [26.83679630000006, 26.32392820000041, 27.082959299999857]]"
MountainCar-v0#0.5214285714285714#0.0005#0.004428571428571429,"[[27.813021421432495, 27.93943738937378, 27.473644733428955], [27.59649779999927, 27.709083799999462, 27.23656149999988]]","[[30.129493951797485, 29.97648549079895, 31.982475519180298], [29.757729500000096, 29.619622100000015, 31.56474479999997]]","[[22.34698510169983, 22.002639770507812, 24.20928430557251], [22.066449300000386, 21.731052699999964, 23.863421799999742]]","[[29.327176570892334, 26.63545250892639, 26.247568607330322], [28.98711579999963, 26.348080700000537, 25.977040800000395]]"
