instances,Rtestmax,avRandomScore,normalisedScore,gamma,numPrototypes,explorationMode
MountainCar-v0#0.6#0.0037142857142857147#0.001642857142857143,-32.8,-374.80392156862746,0.9833239373097304,1.0,50,epsilonGreedy
MountainCar-v0#0.6#0.0037142857142857147#0.001642857142857143,-32.6,-374.80392156862746,0.9838989739542225,1.0,100,optimistic
MountainCar-v0#0.6#0.0037142857142857147#0.001642857142857143,-32.6,-374.80392156862746,0.9838989739542225,1.0,100,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-500.0,-349.24528301886795,-0.0,0.9,10,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-22.7,-349.24528301886795,0.9905959521956135,0.9,10,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-80.1,-349.24528301886795,0.8164693896240672,0.9,50,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-500.0,-349.24528301886795,-0.0,0.9,50,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-63.4,-349.24528301886795,0.8671299052154404,0.9,100,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-500.0,-349.24528301886795,-0.0,0.9,100,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-19.6,-349.24528301886795,1.0,0.95,10,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-22.7,-349.24528301886795,0.9905959521956135,0.95,10,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-19.6,-349.24528301886795,1.0,0.95,50,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-500.0,-349.24528301886795,-0.0,0.95,50,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-49.4,-349.24528301886795,0.9095997985255736,0.95,100,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-500.0,-349.24528301886795,-0.0,0.95,100,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-19.6,-349.24528301886795,1.0,1.0,10,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-22.6,-349.24528301886795,0.9908993085764001,1.0,10,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-19.6,-349.24528301886795,1.0,1.0,50,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-22.6,-349.24528301886795,0.9908993085764001,1.0,50,epsilonGreedy
MountainCar-v0#0.05#0.005#0.005821428571428572,-20.0,-349.24528301886795,0.9987865744768534,1.0,100,optimistic
MountainCar-v0#0.05#0.005#0.005821428571428572,-22.7,-349.24528301886795,0.9905959521956135,1.0,100,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.9,10,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.9,10,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.9,50,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-468.1,-500.0,0.07971014492753618,0.9,50,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.9,100,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.9,100,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,10,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,10,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,50,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,50,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,100,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,0.95,100,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,1.0,10,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,1.0,10,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-379.8,-500.0,0.3003498250874563,1.0,50,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-399.0,-500.0,0.2523738130934533,1.0,50,epsilonGreedy
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-99.8,-500.0,1.0,1.0,100,optimistic
MountainCar-v0#0.20714285714285713#0.002428571428571429#0.005821428571428572,-500.0,-500.0,0.0,1.0,100,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,17.2,40.81453634085213,-0.0,0.9,10,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,58.3,40.81453634085213,0.13704902704168023,0.9,10,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,17.4,40.81453634085213,-0.0,0.9,50,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,60.3,40.81453634085213,0.15272479403456524,0.9,50,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,21.3,40.81453634085213,-0.0,0.9,100,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,115.4,40.81453634085213,0.5845921746885473,0.9,100,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,19.3,40.81453634085213,-0.0,0.95,10,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,58.3,40.81453634085213,0.13704902704168023,0.95,10,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,17.6,40.81453634085213,-0.0,0.95,50,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,63.3,40.81453634085213,0.17623844452389276,0.95,50,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,20.2,40.81453634085213,-0.0,0.95,100,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,152.7,40.81453634085213,0.8769452291058526,0.95,100,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,19.3,40.81453634085213,-0.0,1.0,10,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,121.2,40.81453634085213,0.6300518989679138,1.0,10,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,112.0,40.81453634085213,0.5579433708006427,1.0,50,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,69.0,40.81453634085213,0.22091438045361506,1.0,50,epsilonGreedy
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,168.4,40.81453634085213,1.0,1.0,100,optimistic
CartPole-v1#6.859999999999999#1.9#0.06999999999999999#0.65#7.0,112.3,40.81453634085213,0.5602947358495755,1.0,100,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,6.7,9.071589627959414,-0.0,0.9,10,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,13.0,9.071589627959414,0.558932982579962,0.9,10,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,14.8,9.071589627959414,0.8150364120496615,0.9,50,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,16.1,9.071589627959414,1.0,0.9,50,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,5.0,9.071589627959414,-0.0,0.9,100,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,16.1,9.071589627959414,1.0,0.9,100,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,14.8,9.071589627959414,0.8150364120496615,0.95,10,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,7.2,9.071589627959414,-0.0,0.95,10,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,5.0,9.071589627959414,-0.0,0.95,50,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,16.1,9.071589627959414,1.0,0.95,50,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,6.2,9.071589627959414,-0.0,0.95,100,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,16.1,9.071589627959414,1.0,0.95,100,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,6.7,9.071589627959414,-0.0,1.0,10,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,7.2,9.071589627959414,-0.0,1.0,10,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,15.8,9.071589627959414,0.9573160950883833,1.0,50,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,16.1,9.071589627959414,1.0,1.0,50,epsilonGreedy
CartPole-v1#0.98#0.1#0.13#0.95#13.0,12.7,9.071589627959414,0.5162490776683454,1.0,100,optimistic
CartPole-v1#0.98#0.1#0.13#0.95#13.0,15.7,9.071589627959414,0.9430881267845109,1.0,100,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-500.0,-300.3333333333333,-0.0,0.9,10,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-57.9,-300.3333333333333,0.872271527944351,0.9,10,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-39.8,-300.3333333333333,0.9373950587670903,0.9,50,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-25.8,-300.3333333333333,0.9877668505636842,0.9,50,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-309.6,-300.3333333333333,-0.0,0.9,100,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-500.0,-300.3333333333333,-0.0,0.9,100,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-22.4,-300.3333333333333,1.0,0.95,10,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-44.4,-300.3333333333333,0.9208443271767809,0.95,10,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-26.4,-300.3333333333333,0.9856080594866875,0.95,50,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-25.8,-300.3333333333333,0.9877668505636842,0.95,50,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-25.5,-300.3333333333333,0.9888462461021827,0.95,100,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-493.6,-300.3333333333333,-0.0,0.95,100,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-22.4,-300.3333333333333,1.0,1.0,10,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-23.6,-300.3333333333333,0.9956824178460061,1.0,10,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-23.0,-300.3333333333333,0.997841208923003,1.0,50,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-23.7,-300.3333333333333,0.9953226193331733,1.0,50,epsilonGreedy
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-25.6,-300.3333333333333,0.9884864475893498,1.0,100,optimistic
MountainCar-v0#0.5214285714285714#0.005#0.001642857142857143,-26.8,-300.3333333333333,0.9841688654353561,1.0,100,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-101.38383513802137,-400.4601505569963,0.7441024443964719,0.9,10,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-155.44529701013852,-400.4601505569963,0.6095974239292551,0.9,10,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,1.4688011232395326,-400.4601505569963,1.0,0.9,50,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-233.75540598103902,-400.4601505569963,0.4147617231330557,0.9,50,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-112.77769165838511,-400.4601505569963,0.715754507596367,0.9,100,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-130.8722066511362,-400.4601505569963,0.6707353197097811,0.9,100,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-227.01447772667885,-400.4601505569963,0.43153316551405413,0.95,10,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-111.40025945406742,-400.4601505569963,0.7191815615534393,0.95,10,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-89.35914948054146,-400.4601505569963,0.7740198852954456,0.95,50,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-266.04879992307934,-400.4601505569963,0.3344156972818697,0.95,50,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-63.09182841750235,-400.4601505569963,0.8393730303058521,0.95,100,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-100.38020143895008,-400.4601505569963,0.7465994869580382,0.95,100,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-134.90490185588195,-400.4601505569963,0.6607019663325551,1.0,10,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-157.01204491640314,-400.4601505569963,0.6056993521438936,1.0,10,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-101.8914898808487,-400.4601505569963,0.7428393984260209,1.0,50,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-110.14977108870906,-400.4601505569963,0.7222927789965491,1.0,50,epsilonGreedy
LunarLander-v2#32.85714285714286#0.0#1.7,-115.05698374585572,-400.4601505569963,0.7100836245262568,1.0,100,optimistic
LunarLander-v2#32.85714285714286#0.0#1.7,-103.03810947516811,-400.4601505569963,0.7399866066837837,1.0,100,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,10,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,10,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,50,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,50,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,100,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.9,100,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,10,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,10,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,50,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,50,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,100,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,0.95,100,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,10,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,10,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,50,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,50,epsilonGreedy
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,100,optimistic
MountainCar-v0#0.12857142857142856#0.001142857142857143#0.008607142857142858,-500.0,-500.0,0.0,1.0,100,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-103.50435305394144,-237.7310117496121,0.5382215682321275,0.9,10,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-227.02399401025392,-237.7310117496121,0.04293296081989441,0.9,10,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-55.42451652936627,-237.7310117496121,0.7310119219968959,0.9,50,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-191.87924860610525,-237.7310117496121,0.18385623321861244,0.9,50,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-89.97257513544015,-237.7310117496121,0.5924812421526223,0.9,100,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-25.31638893709598,-237.7310117496121,0.8517393825975923,0.9,100,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-58.566513729182006,-237.7310117496121,0.7184131530437033,0.95,10,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-251.92410754013835,-237.7310117496121,-0.0,0.95,10,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-83.80595629076907,-237.7310117496121,0.6172081279852927,0.95,50,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-55.76867367987994,-237.7310117496121,0.7296319219055001,0.95,50,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,11.658211236302439,-237.7310117496121,1.0,0.95,100,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-37.148415793032235,-237.7310117496121,0.8042953643105449,0.95,100,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-58.566513729182006,-237.7310117496121,0.7184131530437033,1.0,10,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-53.51482353213687,-237.7310117496121,0.7386694020369907,1.0,10,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-86.58985757549209,-237.7310117496121,0.6060452507310488,1.0,50,optimistic
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-21.168687983439202,-237.7310117496121,0.8683708188080136,1.0,50,epsilonGreedy
LunarLander-v2#44.285714285714285#0.0#1.0999999999999999,-45.47212587154744,-237.7310117496121,0.7709189818876954,1.0,100,optimistic
