instances,feature_PIC,feature_POIC,feature_neutrality,feature_lostrictmax,feature_lomax,feature_lostrictmin,feature_lomin,feature_yskew,feature_ykurtosis,feature_sqrDcorSASp,feature_GX1,feature_GX2,feature_GX3,feature_PX1,feature_PX2,feature_PX3,feature_EX1,feature_EX2,algo_PPO,algo_SACdiscrete,algo_IQN,algo_Rainbow,source
LunarLander-v2#10.0#1714.2857142857142#1.0999999999999999,0.7298967785173303,0.0032946663026536,0.0,0.11,0.11,0.08,0.08,1.046308069797939,1.478360913366025,0.9386785889737111,1.0,0.979743950594559,0.7607088788614357,1.0,0.5820311411187614,0.6514437805942637,0.3021452972746108,1.0,0.9930697352405112,1.0,0.9371010161530774,0.9405968676246652,LunarLander
CartPole-v1#0.98#0.1#0.01#0.35#19.0,0.2492490667546441,0.0022979324553982,0.0262106730941081,0.05,0.06,0.13,0.14,0.5762667669662992,-0.2713631414527748,0.4530051220763647,1.0,1.0,1.0,1.0,0.6135065957865733,0.6135065957865733,1.0,-0.0,0.959903930357304,1.0,0.2871967265992823,0.3387690564577322,CartPole
CartPole-v1#6.859999999999999#0.1#0.06999999999999999#0.35#19.0,0.2484679233417966,0.0022769053045455,0.029494749856126,0.05,0.06,0.13,0.14,0.4678028178182881,-0.5868923010131675,0.4553737171065505,-0.0,-0.0,1.0,-0.0,1.0,1.0,1.0,-0.0,0.8481755088995308,1.0,0.2180599909218608,0.2371916319969489,CartPole
CartPole-v1#6.859999999999999#0.7#0.19#0.65#19.0,0.6279655634303749,0.0041567851442015,0.0055588624338624,0.05,0.05,0.1,0.1,1.619071476083456,2.4182085119485066,0.7911409464879916,0.1975118274329218,0.9510054368377268,1.0,0.0848476547929876,0.1512276785714285,1.0,1.0,-0.0,1.0,0.7547584724800656,0.3677659036868786,0.4032576027575787,CartPole
LunarLander-v2#38.57142857142857#0.0#1.7,0.965129997656936,0.0809618658210778,0.0,0.15,0.15,0.07,0.07,-1.3917718378056507,2.0699505063206285,0.7588044307551391,0.9794406384771592,0.9844915569078546,1.0,0.9753137317663424,0.962035942811118,1.0,1.0,0.9964855473939144,0.8932654161241994,0.8934532219186754,1.0,0.7880100101195306,LunarLander
LunarLander-v2#27.142857142857142#1428.5714285714287#0.8999999999999999,0.7944517312761517,0.0199179885743987,0.0,0.1,0.1,0.06,0.06,-0.4565098878139697,-0.6401057838309492,0.6521399080778407,0.7946342452556607,0.4966520754883389,1.0,0.3633979519877554,1.0,0.7287607121639278,0.6550108734612617,1.0,-0.0,-0.0,0.4488638380995863,1.0,LunarLander
LunarLander-v2#10.0#2000.0#1.7,0.7714579332239595,0.0107107709257451,0.0,0.13,0.13,0.06,0.06,-0.1119184236844467,-0.4443216943958412,0.9322450036139772,0.9704302305800716,0.879900075663129,1.0,0.7140880974234818,1.0,0.3442719649576639,1.0,0.2007700849093068,-0.0,-0.0,1.0,0.3343130169842421,LunarLander
CartPole-v1#6.859999999999999#1.3#0.06999999999999999#0.65#19.0,0.6353294228877724,0.0025831529845654,0.0028571428571428,0.07,0.07,0.1,0.1,2.165669632925816,5.640297794443709,0.8191522280363447,0.6359998918597422,0.3495183252678724,1.0,-0.0,0.1832280073821374,1.0,1.0,0.2028745918325523,1.0,0.848533505748726,0.4746937355027034,0.5881712764234083,CartPole
CartPole-v1#6.859999999999999#1.9#0.19#0.35#13.0,0.5671030471695984,0.0032296381013608,0.0023650210084033,0.08,0.08,0.11,0.11,2.3474695984059006,7.558124655593506,0.7843251881541204,0.3694563193369875,-0.0,1.0,-0.0,0.710722916827597,1.0,1.0,-0.0,0.8027848312604815,0.9097365679954348,1.0,0.7107736376118553,CartPole
LunarLander-v2#10.0#857.1428571428571#1.2999999999999998,0.9218348565155188,0.0098764512999584,0.0,0.09,0.09,0.07,0.07,1.0956878096596248,1.0481941001350563,0.9320639677127,1.0,0.9956749265404048,0.8532551604745594,1.0,0.8864980857896908,0.5890568653219694,0.5897318007522806,1.0,1.0,0.9967935793335492,0.9335971690733832,0.9294000055140388,LunarLander
CartPole-v1#18.62#0.7#0.13#0.95#1.0,0.6637864294421707,0.003434085241739,0.0033999236058059,0.12,0.13,0.06,0.06,0.5670857169207874,-0.1600475147737317,0.3948061873055567,1.0,0.918255033557047,0.964577181208054,0.6123222470325539,1.0,0.4453225996004232,1.0,0.4847715736040609,1.0,0.6287729296008774,0.4254972067958213,-0.0,CartPole
CartPole-v1#0.98#1.9#0.06999999999999999#0.65#13.0,0.6457314965649156,0.0076896231451033,0.0023333333333333,0.08,0.08,0.11,0.11,4.331983584128479,21.787007923682705,0.7031016285826399,0.4788022963796872,0.2277042825341681,1.0,0.5778177209464488,1.0,0.7943388803558135,1.0,-0.0,1.0,0.7883460003127007,0.9717424169272256,0.3207920123143188,CartPole
CartPole-v1#6.859999999999999#1.9#0.01#0.05#1.0,0.523455794551861,0.0039335328403181,0.0033542463075821,0.08,0.08,0.07,0.07,1.3068372727974809,2.3850371071355934,0.8351904081800414,0.6278928403355142,0.8911447712026281,1.0,0.3567740601022388,0.7552828311680636,1.0,1.0,0.5634644528787737,0.7432726195445792,0.1673304695600652,1.0,0.0100572844427088,CartPole
LunarLander-v2#44.285714285714285#285.7142857142857#1.0999999999999999,0.7017583123072069,0.0571585080907764,0.0,0.12,0.12,0.14,0.14,-1.3497210046140298,4.5356848644296335,0.5801035724821451,0.8897304282212777,1.0,0.8788351563423198,0.9814886916705252,1.0,0.9097225078460888,1.0,0.9745414737973132,0.7902276550660093,0.7708243283181286,1.0,0.8284247640091952,LunarLander
CartPole-v1#0.98#1.3#0.19#0.65#19.0,0.5281114220319165,0.0019914034452202,0.0,0.05,0.05,0.11,0.11,3.880518987374824,17.23266460792907,0.8031680360600938,0.6089130376855266,0.9600592038487346,1.0,1.0,0.191280977536448,0.3955325889536265,1.0,0.1143102707348517,1.0,0.7918927499375387,0.7677589250567404,0.6792306421996057,CartPole
